code3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
SLE,,,,1,5,1,2,8,4,5,6,8,12,9,12,11,12
TCD,,,,1,,3,,4,3,3,4,4,9,9,10,9,8
TGO,,,,1,1,1,2,2,3,5,12,18,24,24,26,26,26
TON,,,,1,1,,,,,,,,,,0,0,0
UGA,,,,2,5,2,4,4,3,6,7,9,10,10,10,10,8
UZB,,,,1,5,18,29,24,17,35,67,74,108,103,93,75,98
,,,,2,2,4,11,24,12,17,17,18,27,33,31,32,35
COG,,,,2,,,,,1,1,1,1,0,,0,0,0
NGA,,,,1,5,,1,5,5,1,1,3,0,,7,5,9
,,,,2,2,2,2,2,2,0,,,,,0,4,*
BMU,,,,2,,3,2,,,,0,,,,,,
MCO,,,,1,1,3,5,,,0,0,0,0,,0,0,0
MLT,,,,8,4,2,3,,,,0,,0,,0,0,
NIU,,,,2,,,,,,,0,0,0,0,28,18,0
PNG,,,,1,1,1,1,2,2,0,,,0,1,1,0,*
PYF,,,,1,,,,,,,,,,,,,
PSE,,,,2,2,3,,,,,,,,,,,
TKM,,,,2,5,3,,,,,,,,,,,
TUR,,,,1,,,,,,,,,,,,,
GUY,,,,2,,,,,,,,,,,,,
LBY,,,,7,,,,,,,,,,,,,0
DZA,,,,2,,,3,3,3,3,3,0,,,0,0,*
,,,,3,,,,,,,,13,2,0,0,0,0
SLE,,,,2,,,,,,,,,,,0,0,0
CHN,,,,,1,1,2,1,0,0,,0,,0,0,0,0
NPL,,,,,1,,,0,,,,,,,,,
TUN,,,,,2,,,,,,0,,,,,,
ERI,,,,,1,1,,1,0,,0,,,,1,,*
BDI,,,,,1,1,,3,0,0,1,2,2,1,1,1,*
CHN,,,,,1,1,1,1,,0,0,1,1,0,3,2,35
CMR,,,,,8,21,18,19,2,0,14,27,14,8,5,5,31
ESP,,,,,2,2,2,3,,3,5,6,6,5,2,4,6
LVA,,,,,1,1,1,1,,,,0,,,,,
MRT,,,,,1,1,1,1,2,2,0,,,,0,0,*
URY,,,,,1,1,1,1,0,,2,1,1,0,0,,*
,,,,,1,1,1,3,1,3,4,7,4,4,5,4,58
LBN,,,,,1,,1,1,0,,,1,4,3,2,1,*
PSE,,,,,1,,,,0,,,,,1,0,0,0
,,,,,3,22,10,0,0,0,0,3,4,6,16,12,12
CHL,,,,,2,4,2,,,,,0,1,0,1,1,6
EGY,,,,,2,17,18,0,0,0,0,70,114,112,108,60,86
GAB,,,,,1,23,11,0,0,0,0,1,1,4,4,2,*
GIN,,,,,15,762,637,0,0,0,0,1806,996,504,737,458,578
GMB,,,,,1,5,2,0,0,0,0,11,21,45,23,31,31
KHM,,,,,1,4,2,,,0,0,,0,0,0,0,*
PER,,,,,4,3,1,0,,0,,,,0,0,0,*
PRK,,,,,1,1,1,0,0,0,0,32,99,22,2,2,*
SEN,,,,,1,23,14,0,0,0,0,93,349,177,252,188,145
SLV,,,,,2,,,,,,,8,19,36,48,22,93
UGA,,,,,2,13,9,0,0,0,0,18,24,28,13,6,11
YEM,,,,,4,22,2,0,0,0,0,9,18,26,19,10,21
ZAF,,,,,330,,,,0,0,0,1,2,0,0,2,*
ZAF,,,,,1,1,,,,,,,,,,,
LKA,,,,,1,,1,2,0,0,,,,,0,,
BGD,,,,,13,4,6,3,2,4,7,13,0,14,9,41,24
BIH,,,,,1,1,,0,1,1,1,1,0,0,1,2,*
CHN,,,,,4,1,4,3,5,6,4,3,0,,,,13
DEU,,,,,1,,,,,,,,,,,,
ESH,,,,,2,,,,,,,1,0,1,0,,
LBR,,,,,1,,,0,0,0,0,1,0,2,6,3,*
IRQ,,,,,5,5,6,24,40,4,66,151,41,47,39,96,95
CHN,,,,,3,6,3,4,3,2,1,0,,,,,
TKM,,,,,2,,,,,,,,,0,,,
UZB,,,,,4,,,0,,1,1,0,,,,1,
HND,,,,,1,,,,,3,4,3,14,8,0,89,531
ISR,,,,,1,,,,,,,,,,0,0,0
CHL,,,,,1,1,,,,,,,,0,0,2,7
MEX,,,,,1,,,,,,,,4,4,4,12,13
TUN,,,,,3,,,,,,0,2,2,4,12,25,28
BMU,,,,,1,,,,,0,1,5,4,1,0,,*
CYM,,,,,1,,,,,,,2,0,,,,0
MWI,,,,,1,,,,,1,2,1,1,5,0,,*
SUR,,,,,1,,,,,,,,0,,0,,
BOL,,,,,1,,,2,1,,3,7,11,11,9,18,20
DOM,,,,,1,,,,1,,,,,,3,,107
,,,,,1,,,,,,,2,2,2,3,17,260
IRQ,,,,,1,,2,25,12,9,11,0,2,1,7,59,26
KHM,,,,,1,,,,,,,,,,,,
SLE,,,,,1,,,4,0,,,,2,13,26,26,9
SOM,,,,,7,1,1,2,1,6,11,17,214,199,76,47,33
IRN,,,,,1,1,1,0,,,,,,,0,0,
KEN,,,,,1,1,1,1,0,,,,,,,,
PAK,,,,,1,1,1,1,0,,,,,,0,0,
ZMB,,,,,1,,,,,,,,,,,,
BEN,,,,,1,,,,,,,,,,0,0,0
BOL,,,,,1,,,,,3,0,0,,3,1,1,*
COG,,,,,1,,,,,,,,,,0,0,0
SDN,,,,,1,,,,1,0,,,,,1,0,0
ZWE,,,,,1,,,,,0,,,,,,,
NIC,,,,,26,26,,11,8,27,7,3,4,0,6,29,44
,,,,,26,26,,5,0,4,0,9,9,16,70,279,1188
RUS,,,,,1,,,,,,,,,,,,
SDN,,,,,1,1,,,,0,,1,0,,,,
COL,,,,,1,1,1,0,,,,,0,,,,
ISR,,,,,1,1,1,1,2,1,1,1,1,1,1,1,*
KEN,,,,,2,9,12,16,13,10,12,4,0,,,,
MMR,,,,,1,1,1,0,,,,1,0,,,,
NPL,,,,,87,160,203,249,183,19,77,46,8,3,1,12,44
TCD,,,,,1,,,,,1,0,1,0,,,,
TKM,,,,,1,,,,,,1,1,1,1,1,,
USA,,,,,1,2,2,0,,,,,0,,,,
VNM,,,,,2,4,8,40,35,72,72,62,47,31,43,73,133
,,,,,1,,,,,,,,0,,3,16,0
BEL,,,,,1,,,,,1,1,2,0,1,2,3,*
IRL,,,,,1,,,0,,,,,0,,,0,0
MEX,,,,,2,5,3,2,1,1,1,2,10,3,6,9,10
DNK,,,,,1,,,,,,,,,0,,,
JPN,,,,,1,,,,,,,,1,0,,,
,,,,,2,33,329,454,221,13,45,207,282,85,54,22,22
LBR,,,,,1,52,77,230,155,42,21,13,16,1,3,0,0
GMB,,,,,1,,4,6,6,6,3,1,4,2,,,
POL,,,,,1,,,,,1,1,0,,,0,0,
AZE,,,,,3,,,,,,,,,,1,,
CMR,,,,,4,4,14,18,12,1,1,1,0,1,1,1,*
NGA,,,,,1,5,13,13,1,2,2,0,,,0,0,*
IRN,,,,,9,5,1,1,1,2,5,19,16,9,31,30,24
IRQ,,,,,1,,1,0,1,0,1,1,375,230,715,392,81
LBR,,,,,1,,,,,,,,,,,,
BDI,,,,,1,1,1,1,0,,,,,,0,13,14
HTI,,,,,1,,,,,,,,,,,,
SEN,,,,,1,,,,,,,,,,,,
ZWE,,,,,1,1,1,1,1,1,1,1,0,,,,
COG,,,,,9,8,9,9,6,6,0,,,,0,0,
UGA,,,,,1,1,1,1,0,,,,,,0,0,0
ETH,,,,,1,1,1,1,0,,,,,,,,
SEN,,,,,600,600,600,0,,,,,,0,0,0,0
,,,,,28,38,30,36,31,30,33,26,26,33,38,38,12
ALB,,,,,7,2,,30,49,0,373,0,0,1548,209,608,1470
BEN,,,,,4,,6,5,5,0,3,0,0,9,0,2,*
CZE,,,,,1,,,,,,,,,,,,
DOM,,,,,1,,,0,4,0,28,0,0,104,10,15,37
ECU,,,,,1,,,0,,0,,0,0,0,,,
GIN,,,,,1,4,3,15,9,0,249,0,0,255,20,8,37
KEN,,,,,2,,,18,26,0,171,0,0,190,15,13,16
KGZ,,,,,1,,,,2,0,2,0,,,0,0,0
KWT,,,,,1,,,4,4,0,,,,,,,10
LTU,,,,,1,,,,,,,,,,,,
MDA,,,,,10,16,4,32,39,0,150,0,0,148,1,24,43
CHN,,,,,2,,,,3,0,0,,,,0,,
AUS,,,,,1,,,,,,,,,,,,
GAB,,,,,2,,,,,,,,,,1,1,
GBR,,,,,1,,1,0,,,,1,0,0,0,1,0
MRT,,,,,1,,,,,,,,,,,,
THA,,,,,1,,,1,2,1,0,2,4,3,4,4,
ALB,,,,,1,,,3,1,0,0,,0,,1,,
BIH,,,,,3,,,0,6,1,3,2,0,6,3,3,*
,,,,,3,,,0,,,,0,,3,1,,
GEO,,,,,3,,,0,,0,0,0,0,,0,1,0
IND,,,,,6,,,0,2,0,,0,0,0,,,
,,,,,1,,,,,,2,1,1,2,2,2,*
CMR,,,,,1,,1,0,,2,13,13,6,10,9,17,40
LBN,,,,,1,,,,1,1,0,1,7,2,2,1,*
RWA,,,,,1,,,,0,,3,0,0,1,2,5,*
VNM,,,,,1,,,,,,,,,,,,*
YEM,,,,,2,1,2,1,3,2,0,8,8,12,21,211,530
BTN,,,,,7,,13,28,43,6,55,48,45,44,20,9,*
COL,,,,,2,,,0,,0,,,,,0,,
GRC,,,,,1,,,,,,,,,,,,
LSO,,,,,3,,,1,3,1,2,2,3,3,7,5,5
MYS,,,,,2,,6,7,11,3,3,1,0,3,5,4,15
NER,,,,,1,,2,8,12,8,16,15,17,12,11,4,*
NOR,,,,,1,,,,,,,,,,,,
SUR,,,,,2,,,0,,,,,,,,,
TZA,,,,,1,,1,4,4,3,3,3,4,2,4,3,*
KWT,,,,,1,10,10,11,0,,,,,,0,0,0
PAK,,,,,19,29,27,20,10,19,25,15,3,9,9,9,0
SOM,,,,,1,,,,,,,,,,,,
UZB,,,,,3,22,17,47,8,18,6,6,0,,0,0,0
ARM,,,,,2,2,,0,,,,,,,0,0,0
BGR,,,,,1,,,,,,,,,0,,,
BLR,,,,,1,,2,1,,,,4,3,9,5,3,*
ETH,,,,,1,1,,,,1,1,5,0,5,5,0,0
GIN,,,,,1,,,,,,,,2,0,,,
TJK,,,,,1,,,,,,,,,,,,
COM,,,,,3,,,,,,,,,,,,
,,,,,4,4,4,4,,,,,,,,,
NER,,,,,1,1,1,0,,,,,,,,,
PHL,,,,,1,1,1,0,,,2,5,0,1,1,2,*
ROU,,,,,1,1,1,1,0,,,0,,,,,
UKR,,,,,1,1,1,,1,0,0,,,,3,25,27
BDI,,,,,1,5,5,2,0,1,1,0,,,0,3,0
GIN,,,,,1,1,1,4,3,5,2,1,2,2,15,45,
JOR,,,,,2,2,,1,2,5,2,0,,,,,
IRQ,,,,,1,,,,,,,1,0,0,0,,
PSE,,,,,1,1,,,1,8,8,0,1,1,2,1,0
UZB,,,,,2,49,46,40,39,55,221,2,15,3,3,1,*
,,,,,2,1,,1,0,,1,9,5,8,8,8,6
IND,,,,,1,1,1,5,0,,1,,1,1,0,,
SEN,,,,,1,1,,,,,0,,,,,,*
SYC,,,,,1,1,1,0,,,,0,,,,,
KAZ,,,,,5,1,1,0,5,5,31,9,0,,,2,*
PAK,,,,,1,,2,1,3,2,1,0,3,3,3,3,6
TKM,,,,,1,2,,,0,,,,,,3,0,0
CMR,,,,,1,,,0,,,,,,,,,
COG,,,,,1,,,,,,,,,,,,*
SDN,,,,,1,,,,,1,0,1,,,0,0,0
EGY,,,,,1,2,4,7,3,3,1,5,9,103,546,905,834
SDN,,,,,2,2,2,3,3,4,6,9,2,8,10,20,81
UZB,,,,,1,2,3,3,3,1,2,2,2,1,5,62,89
YEM,,,,,1,1,1,1,1,0,0,1,2,33,140,114,143
PSE,,,,,1,3,97,104,111,136,137,15,,,0,1,*
SYR,,,,,4,7,1,9,9,13,13,10,8,8,7,6,24
YEM,,,,,1,1,,,,,,9,9,9,10,10,10
,,,,,1,,,,,,,6,5,3,6,4,6
TZA,,,,,1,,1,1,0,,1,1,0,,,,
,,,,,2,7,6,53,6,8,0,0,,6,0,0,0
COD,,,,,1,1,,1,1,1,1,0,2,2,2,0,*
TCD,,,,,1,,,,,,,,,,,,
AFG,,,,,1,1,,,,0,,,,1,1,1,*
GIN,,,,,1,1,2,1,,,,,,,,,
MAR,,,,,1,1,,5,12,4,3,2,2,5,3,3,*
NGA,,,,,1,1,4,6,9,2,1,1,0,1,1,1,*
TGO,,,,,1,1,2,2,1,0,1,1,1,1,1,1,*
CHN,,,,,1,1,1,2,2,3,2,1,0,0,4,11,9
IRN,,,,,2,2,2,0,0,0,0,2,0,,0,4,6
ISR,,,,,4,,,0,,,,,,,,,
IRN,,,,,1,,,,2,2,2,2,7,9,5,6,5
MMR,,,,,1,,,,2,0,,,,96,10,3,*
AUS,,,,,1,,,,,,,,,,,,
LKA,,,,,1,1,,,6,16,0,,,,0,0,0
SOM,,,,,1,2,,,,,,,,,0,0,0
GEO,,,,,1,,1,0,15,10,0,109,99,145,115,33,*
CHN,,,,,1,1,2,1,0,,,,,,,,
IND,,,,,1,1,,,,,,3,2,1,0,0,0
TZA,,,,,1,1,,,,,,,,,0,0,0
UZB,,,,,1,1,1,4,0,0,3,0,2,10,2,1,*
ARM,,,,,1,1,,,,,,,,,,,
CZE,,,,,2,,,,,,1,0,1,1,1,1,*
DOM,,,,,1,,,0,0,0,0,3,3,6,11,6,7
ECU,,,,,1,,1,0,0,0,3,5,3,8,9,8,10
GUY,,,,,3,,,,,,,,,,,,
MMR,,,,,5,7,,0,0,0,4,0,4,4,4,4,*
PRY,,,,,1,,,,,,,,,,,,
SDN,,,,,1,1,,0,,0,,2,,,,,
TUN,,,,,1,,,,,,,,,,,,
,,,,,457,1077,1111,1105,1086,1228,1232,2026,154,148,151,66,124
BFA,,,,,3,1,3,4,6,31,24,19,0,1,0,,
,,,,,10,12,13,37,52,162,130,165,3,2,0,9,5
CMR,,,,,1,,,0,0,4,2,11,0,3,1,2,0
ERI,,,,,39,21,43,136,33,181,84,69,262,128,7,14,155
GHA,,,,,1,7,7,13,26,12,9,13,0,3,1,1,0
MLI,,,,,1,,2,14,54,163,103,109,3,21,1,15,0
BIH,,,,,1,,,,,,,,,,,,
MDG,,,,,2,,,,,,,,,,0,,
NGA,,,,,1,,,,,,,,,,,,
,,,,,1,,2,1,2,0,3,0,,28,98,46,76
CMR,,,,,1,,,0,2,7,12,1,25,32,23,26,25
MLI,,,,,1,,,1,,5,2,2,4,6,3,1,*
SDN,,,,,1,,,0,0,0,1,1,2,2,1,0,8
TGO,,,,,4,10,4,1,0,7,6,1,8,9,3,8,10
ZWE,,,,,1,1,3,,5,0,,,,,,,
CMR,,,,,2,3,26,34,20,9,5,4,4,3,3,6,*
COD,,,,,1,2,7,13,11,1,1,1,4,2,2,1,*
EGY,,,,,2,3,1,1,2,4,5,11,20,22,23,25,14
ERI,,,,,4,5,5,1,0,2,1,1,1,1,3,7,5
NGA,,,,,10,77,40,23,9,7,19,13,12,6,2,0,9
PHL,,,,,1,3,2,1,5,6,6,7,0,0,3,3,*
THA,,,,,7,115,150,177,172,145,103,106,101,79,14,14,16
UGA,,,,,1,,,0,1,0,,,,,1,1,*
ZWE,,,,,4,4,3,4,7,7,2,2,2,0,0,0,*
GNB,,,,,1,1,2,0,,,,,,1,0,,
TUN,,,,,1,,,,,,,,,,,,
BOL,,,,,1,1,1,,0,,,0,0,,,,
CHE,,,,,1,1,,,,,,,0,0,0,0,0
IRL,,,,,1,,,,,,,,,,,,
PAK,,,,,191,214,53,22,7,18,16,4,16,209,56,7,*
ARG,,,,,1,,,,,,,,,,,,
BLR,,,,,1,,,,,0,,,,,0,0,0
COD,,,,,6,3,,1,3,0,1,1,3,,1,3,0
GEO,,,,,1,,,,,,1,1,5,0,0,,
,,,,,1,,,1,,,1,0,,,,,
ITA,,,,,1,,,,,,,,,,,,
KGZ,,,,,3,,4,0,,1,0,,,,0,0,0
MNG,,,,,2,,,,,,,1,0,,0,,0
PHL,,,,,1,,,0,0,,0,1,3,2,0,,
PRK,,,,,1,1,,,0,,,0,,0,1,,
ROU,,,,,1,5,2,0,1,1,0,1,1,,,,
RWA,,,,,1,1,1,2,2,2,3,1,1,,0,0,0
SAU,,,,,5,,,1,0,1,7,1,15,1,1,1,10
SGP,,,,,1,,,,,0,1,1,1,0,,,
SOM,,,,,10,8,7,11,4,2,0,3,10,0,1,2,0
BEN,,,,,2,1,1,1,0,,,,,,,,
CZE,,,,,1,,,,,,,,,,,,
ERI,,,,,1,2,1,1,1,0,,,,,,,
GMB,,,,,10,2,2,2,0,,,,,,,,
IND,,,,,1,4,2,2,3,1,0,,,,1,0,0
SEN,,,,,4,,,,,,,,,,,,
TCD,,,,,1,,,,,,,,,,,,
ZAF,,,,,12,2,2,2,2,0,,,,,,,
ETH,,,,,1,,6,6,8,6,4,7,4,3,3,3,0
HTI,,,,,3,3,3,4,4,4,2,8,3,2,0,34,6
ROU,,,,,4,4,,,,,0,,,,0,0,0
,,,,,1,,1,1,5,7,2,2,1,4,76,310,695
SOM,,,,,2,1,2,0,,,,1,1,1,0,0,0
TZA,,,,,1,,,,,,,,,,0,1,*
BDI,,,,,3,3,,,,,,,,,,8,*
CMR,,,,,1,,,,,,,,,,,2,*
ERI,,,,,2,2,2,1,1,0,,,,1,1,8,*
FRA,,,,,2,2,2,2,2,2,0,,,,,,
NER,,,,,1,,,,,,,,,,,,
RUS,,,,,8,,,,,,,,,,,,
BDI,,,,,1,2,,1,1,0,1,2,0,,,,
BGR,,,,,1,1,2,,,,,1,0,0,0,,
GRC,,,,,1,,,,,,,,0,,,,
KGZ,,,,,2,,4,0,3,2,22,37,25,24,38,61,24
,,,,,1,,,,,,,,,,0,,
NPL,,,,,4,,5,5,6,15,23,9,4,2,2,2,*
TGO,,,,,5,,3,1,1,0,2,1,1,1,1,0,0
TUN,,,,,1,,,1,2,1,3,1,3,7,3,2,*
UGA,,,,,1,4,4,4,0,1,3,7,2,2,2,2,*
ZWE,,,,,1,,,,,,,1,0,1,0,,
,,,,,1,,,0,,1,1,0,0,,,,*
,,,,,1,,,,,0,,,,,,,
BFA,,,,,1,2,1,0,,,,,0,,,,
BIH,,,,,1,1,1,0,,0,1,1,0,,1,0,*
BLR,,,,,1,,1,0,0,0,0,0,,,0,,
BOL,,,,,1,3,,,,0,,1,,,,,
,,,,,1,1,,,,,,,,0,1,0,0
,,,,,4,5,2,1,1,2,1,1,2,0,3,1,0
KAZ,,,,,1,1,,,1,0,,,0,0,0,,
KWT,,,,,2,2,,,,,,,,,0,,
LKA,,,,,1,4,,5,15,3,1,4,0,,1,2,*
MAR,,,,,1,3,1,0,0,1,10,33,1,1,0,1,
RUS,,,,,2,7,,0,1,0,1,3,6,1,0,1,0
RWA,,,,,1,1,,1,0,,,,0,0,0,1,*
UZB,,,,,2,3,,0,1,0,,,,,0,1,
ZWE,,,,,2,3,5,2,6,2,2,2,0,,0,0,0
,,,,,3,3,7,7,4,0,,,,,,,
PSE,,,,,7,1,2,2,2,0,,0,,,0,0,0
,,,,,4021,4021,300,9,233,232,232,232,232,232,17,23,27
NPL,,,,,2,,,,,,,,,,,,
MRT,,,,,1,,,,,,,,,,,,
ARM,,,,,1,,,,4,0,,,,,,,
GEO,,,,,3,2,,0,5,0,2,0,,,,,
TUR,,,,,14,,,,,0,0,0,0,0,0,,
COG,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0
HRV,,,,,1,,,0,0,0,,0,0,0,0,,
MRT,,,,,1,,,,,,,,,,,,
PSE,,,,,2,,27,0,0,0,0,0,0,0,0,0,0
UZB,,,,,2,5,,,,,,,,,0,0,0
ZWE,,,,,1,,,,,,,,,1,0,0,0
AUS,,,,,1,1,,0,,0,,0,0,0,0,0,0
,,,,,1,,,,,,,,,0,3,4,*
GRD,,,,,1,,,,,,,,,,,,*
ITA,,,,,2,,2,0,0,1,5,0,2,0,3,1,*
MOZ,,,,,1,,,0,,0,,1,0,2,0,,
PAN,,,,,4,4,,5,0,0,1,0,,,,,
SGP,,,,,2,1,1,0,0,,,1,0,1,0,0,0
ARE,,,,,1,,,,,1,1,0,,,,,
BDI,,,,,2,2,2,0,,,0,,,,0,,
,,,,,2,3,3,6,6,5,4,2,3,6,4,5,0
CMR,,,,,1,1,1,1,2,2,1,0,,,,,
COD,,,,,3,2,7,6,4,4,2,1,1,2,2,2,*
ESH,,,,,1,1,1,1,0,,,,,,,,
PSE,,,,,41,48,181,258,262,351,42,16,16,16,4,3,*
TCD,,,,,4,15,16,16,1,10,8,4,7,7,17,11,23
THA,,,,,2,1,1,1,0,,,,,,,,
TJK,,,,,1,,,,3,3,0,3,3,11,7,7,6
CMR,,,,,2,1,3,1,2,1,1,1,2,0,,,9
HTI,,,,,2,,,,,,,,,,,,
IRQ,,,,,2,2,2,1,0,0,1,,0,,0,0,0
MLI,,,,,1,,1,0,,,,,40,105,130,101,54
SDN,,,,,3,3,1,1,0,,0,,,,1,1,*
SEN,,,,,1,1,,,,,,,,,1,1,*
KWT,,,,,1,2,2,1,0,4,5,4,0,,0,1,*
MYS,,,,,1,1,,,1,0,0,0,0,2,3,3,*
COD,,,,,1,1,1,1,1,1,1,0,,,,,
BFA,,,,,1,,,,1,0,,0,,,,,
CMR,,,,,2,1,1,1,1,0,,1,2,3,1,0,0
AGO,,,,,1,,,1,0,,1,2,4,4,12,8,8
ESH,,,,,2,,,,,,1,0,,,,,
IND,,,,,1,1,1,1,0,1,3,3,3,7,11,11,*
LBR,,,,,5,5,14,3,3,1,1,3,3,2,3,2,*
,,,,,1,1,,,,,,,,,,,13
MDG,,,,,1,1,,,,,,,,,,,
BEN,,,,,1,,1,1,0,,,,,,,,
CUB,,,,,3,2,1,1,4,5,6,8,9,9,12,11,10
GHA,,,,,1,1,7,4,2,3,3,3,4,3,4,3,*
GMB,,,,,1,1,1,0,0,,,,,2,3,1,*
JOR,,,,,4,5,,3,3,7,10,11,13,15,18,20,17
MAR,,,,,1,2,1,0,0,0,,0,0,,4,2,*
MDA,,,,,1,2,,0,0,3,3,,1,2,3,4,6
MLI,,,,,1,,1,1,1,0,1,4,6,6,9,6,*
MRT,,,,,1,2,3,1,1,1,1,1,1,1,1,1,*
PRK,,,,,2,2,,,,,,,,,,,
RWA,,,,,1,,,,,,1,0,,,0,0,0
TUN,,,,,1,,,0,0,5,6,3,5,6,9,8,7
TZA,,,,,2,,,,,,,,,,,,
ZWE,,,,,1,,1,4,1,2,3,4,5,5,5,5,5
RUS,,,,,1,,,,,,0,,,0,1,3,*
KIR,,,,,2,5,4,,,,,,,,,,
DZA,,,,,1,1,,,,,,,,,,,
GEO,,,,,2,2,,,,,,,,,,,
RUS,,,,,5,2,,,,,,,,,,,
UKR,,,,,1,,,,,,,,,,,,
BOL,,,,,2,2,4,4,4,4,5,5,5,5,5,5,
COG,,,,,1,1,1,1,2,2,2,2,2,2,2,2,0
LBR,,,,,5,5,4,4,4,4,4,4,4,4,4,4,0
SDN,,,,,1,1,2,2,2,2,2,2,2,2,2,2,
PAK,,,,,,7,,2,3,3,9,27,37,45,33,51,99
IND,,,,,,4,,0,,,,,,,,,
LBR,,,,,,2,2,0,,,,,,,,,
BRA,,,,,,1,1,2,,0,0,0,1,0,2,3,6
GNB,,,,,,1,1,1,5,4,2,1,3,3,1,0,*
HUN,,,,,,2,2,2,0,,9,13,14,11,4,0,9
KEN,,,,,,1,2,1,0,,,1,0,,0,,
PSE,,,,,,1,1,1,,,,,,,1,2,7
SDN,,,,,,2,3,4,,0,2,0,1,1,0,0,*
TGO,,,,,,2,2,1,,,1,1,1,1,1,1,*
,,,,,,1,,,,2,3,7,7,0,0,7,10
AFG,,,,,,1,,,,,0,,,,,2,*
KAZ,,,,,,1,,,,,,,,,0,0,0
GTM,,,,,,1,,,,,,,1,1,1,3,*
BGD,,,,,,1,,,,1,0,,1,0,4,1,
NGA,,,,,,1,,,0,,,,,,,,
NPL,,,,,,2,,,,,,,,,6,,
LKA,,,,,,1,,,,,,,,,,,
SDN,,,,,,1,,,,,0,1,0,0,0,,
ARE,,,,,,1,1,,,0,,,2,3,0,3,0
CZE,,,,,,3,1,0,0,0,0,0,0,0,0,0,0
ERI,,,,,,28,14,0,0,0,0,14,32,56,273,114,107
GHA,,,,,,2,1,0,0,0,0,53,24,18,13,8,14
GNQ,,,,,,4,3,0,0,0,0,1,3,1,3,1,
HRV,,,,,,10,5,0,0,0,0,20,0,0,0,0,0
HTI,,,,,,5,2,0,0,0,0,11,12,13,8,2,8
IDN,,,,,,9,1,0,0,0,,,,0,,1,
KEN,,,,,,16,6,0,0,0,0,54,36,31,19,5,12
KWT,,,,,,2,1,0,0,,0,0,0,,0,3,*
LTU,,,,,,1,1,,0,0,0,1,1,1,0,0,0
MDG,,,,,,5,4,0,0,0,0,4,2,6,0,2,*
MLI,,,,,,9,6,0,0,0,0,19,95,143,64,47,58
MWI,,,,,,3,3,0,,,,1,1,1,0,1,
OMN,,,,,,2,2,,,,,,,0,,,
POL,,,,,,3,3,0,0,0,0,0,0,0,0,0,0
TUN,,,,,,10,3,0,0,0,0,20,43,32,22,24,28
TZA,,,,,,5,2,0,0,0,0,51,31,23,22,5,11
,,,,,,2,,,0,,0,0,0,1,9,21,51
VNM,,,,,,11,7,0,0,0,0,4,3,3,1,0,0
ZWE,,,,,,8,5,0,0,0,0,0,,1,2,3,0
BDI,,,,,,3,,1,1,1,1,1,0,0,,,0
HTI,,,,,,2,,3,0,,,,,,,,
LBR,,,,,,1,3,0,,0,0,,,,,,
PSE,,,,,,5,6,6,1,0,,,,,0,0,0
COG,,,,,,3,3,3,1,2,4,0,,10,11,6,5
,,,,,,1,1,1,1,1,1,2,0,2,0,,
NPL,,,,,,3,,,,0,,,,,2,2,11
TZA,,,,,,2,2,0,0,0,0,3,0,0,2,3,*
UZB,,,,,,4,4,4,4,4,4,4,0,2,1,1,
SDN,,,,,,9,9,9,8,8,0,,,,,,0
ETH,,,,,,2,,,,,3,1,0,,0,,
HRV,,,,,,1,3,0,1,1,0,,,,0,0,0
MAR,,,,,,1,,,,,,0,2,0,0,,
SAU,,,,,,1,,,,,,,,,0,0,0
SDN,,,,,,1,,,0,0,0,,,,,1,
SOM,,,,,,1,,,,0,,,,1,0,0,0
TUN,,,,,,1,,,,,,,,,,,
AFG,,,,,,1,,,,,,,,,,,
ESP,,,,,,1,,1,1,,,,1,2,8,13,16
MRT,,,,,,1,,,0,0,0,1,1,3,4,7,12
URY,,,,,,3,,,,0,1,2,1,1,2,3,6
,,,,,,38,18,12,7,7,7,0,,,2,1,0
CMR,,,,,,6,5,7,5,5,5,0,,,1,0,*
GNB,,,,,,2,2,3,1,1,1,0,,,,,
MRT,,,,,,1,1,1,2,1,1,0,,,,,
NER,,,,,,1,1,1,1,2,2,0,,,0,,
NGA,,,,,,6,6,6,4,4,4,0,,,,,
TGO,,,,,,2,2,2,1,1,1,25,25,25,6,6,6
ZMB,,,,,,3,3,3,3,3,3,0,,,,,
ERI,,,,,,1,1,1,1,,,,,,,,
SOM,,,,,,1,3,2,2,,0,,,,0,0,0
AGO,,,,,,1,,,,,,,,1,1,2,*
CMR,,,,,,1,,,1,1,0,,1,6,23,33,49
ERI,,,,,,3,,1,0,0,,,4,4,0,,*
GAB,,,,,,1,,,,,,,,,,,
IND,,,,,,1,,,,,,0,,,,,
TGO,,,,,,1,1,1,0,,,,,,4,2,
COM,,,,,,1,1,1,0,,,,,,,,
GNB,,,,,,30,31,31,13,10,27,30,19,39,55,20,7
TGO,,,,,,75,53,12,2,3,6,6,2,2,2,5,*
,,,,,,1,1,0,,0,,1,2,0,,,
EGY,,,,,,1,1,1,0,,,0,1,0,,,*
GNB,,,,,,3,,,,,,,,,,1,*
COD,,,,,,1,2,1,0,,,,,,,,*
GNB,,,,,,1,1,0,,,,,,,,,
PSE,,,,,,1,,,0,,,,,0,2,0,*
RWA,,,,,,1,1,0,,,,,,,,,
